X,Y,Z
5.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.999901304280685466e+00,3.141571982779475802e-02,5.000000000000000104e-03
4.999605221019080226e+00,6.283019941676304398e-02,1.000000000000000021e-02
4.999111761904044826e+00,9.424219857704087266e-02,1.499999999999999944e-02
4.998420946416500144e+00,1.256504772166874007e-01,2.000000000000000042e-02
4.997532801828658222e+00,1.570537953906414597e-01,2.500000000000000139e-02
4.996447363202945802e+00,1.884509133496727051e-01,2.999999999999999889e-02
4.995164673390623200e+00,2.198405915893245355e-01,3.500000000000000333e-02
4.993684783030087004e+00,2.512215908988477686e-01,4.000000000000000083e-02
4.992007750544875222e+00,2.825926724101226473e-01,4.499999999999999833e-02
4.990133642141358017e+00,3.139525976465668555e-01,5.000000000000000278e-02
4.988062531806126465e+00,3.453001285720289637e-01,5.500000000000000028e-02
4.985794501303069559e+00,3.766340276396635822e-01,5.999999999999999778e-02
4.983329640170149233e+00,4.079530578407877250e-01,6.500000000000000222e-02
4.980668045715862746e+00,4.392559827537159123e-01,7.000000000000000666e-02
4.977809823015400426e+00,4.705415665925715696e-01,7.499999999999999722e-02
4.974755084906500535e+00,5.018085742560745022e-01,8.000000000000000167e-02
4.971503951984994174e+00,5.330557713762995586e-01,8.500000000000000611e-02
4.968056552600041975e+00,5.642819243674084273e-01,8.999999999999999667e-02
4.964413022849068824e+00,5.954858004743486255e-01,9.500000000000000111e-02
4.960573506572389491e+00,6.266661678215212916e-01,1.000000000000000056e-01
4.956538155347533170e+00,6.578217954614125063e-01,1.049999999999999961e-01
4.952307128483256271e+00,6.889514534231904186e-01,1.100000000000000006e-01
4.947880593013255002e+00,7.200539127612608503e-01,1.150000000000000050e-01
4.943258723689570644e+00,7.511279456037853741e-01,1.199999999999999956e-01
4.938441702975689296e+00,7.821723252011543170e-01,1.250000000000000000e-01
4.933429721039340521e+00,8.131858259744179085e-01,1.300000000000000044e-01
4.928222975744990464e+00,8.441672235636694666e-01,1.350000000000000089e-01
4.922821672646026769e+00,8.751152948763802897e-01,1.400000000000000133e-01
4.917226024976648624e+00,9.060288181356866977e-01,1.449999999999999900e-01
4.911436253643443273e+00,9.369065729286230049e-01,1.499999999999999944e-01
4.905452587216670324e+00,9.677473402543012027e-01,1.549999999999999989e-01
4.899275261921234303e+00,9.985499025720351307e-01,1.600000000000000033e-01
4.892904521627360559e+00,1.029313043849406695e+00,1.650000000000000078e-01
4.886340617840967404e+00,1.060035549610273131e+00,1.700000000000000122e-01
4.879583809693737173e+00,1.090716206982712766e+00,1.750000000000000167e-01
4.872634363932885293e+00,1.121353804746905825e+00,1.799999999999999933e-01
4.865492554910632705e+00,1.151947133382952959e+00,1.849999999999999978e-01
4.858158664573370089e+00,1.182494985118623276e+00,1.900000000000000022e-01
4.850632982450528985e+00,1.212996153977037084e+00,1.950000000000000067e-01
4.842915805643155380e+00,1.243449435824274030e+00,2.000000000000000111e-01
4.835007438812175096e+00,1.273853628416910855e+00,2.050000000000000155e-01
4.826908194166369626e+00,1.304207531449484758e+00,2.099999999999999922e-01
4.818618391450048222e+00,1.334509946601877939e+00,2.149999999999999967e-01
4.810138357930429542e+00,1.364759677586626196e+00,2.200000000000000011e-01
4.801468428384715104e+00,1.394955530196146487e+00,2.250000000000000056e-01
4.792608945086879402e+00,1.425096312349880545e+00,2.300000000000000100e-01
4.783560257794151838e+00,1.455180834141359014e+00,2.350000000000000144e-01
4.774322723733214424e+00,1.485207907885174539e+00,2.399999999999999911e-01
4.764896707586093960e+00,1.515176348163869591e+00,2.449999999999999956e-01
4.755282581475767323e+00,1.545084971874737034e+00,2.500000000000000000e-01
4.745480724951472773e+00,1.574932598276523876e+00,2.550000000000000044e-01
4.735491524973721944e+00,1.604718049036047312e+00,2.600000000000000089e-01
4.725315375899024062e+00,1.634440148274712179e+00,2.650000000000000133e-01
4.714952679464322394e+00,1.664097722614933383e+00,2.700000000000000178e-01
4.704403844771126941e+00,1.693689601226457064e+00,2.750000000000000222e-01
4.693669288269370021e+00,1.723214615872585398e+00,2.800000000000000266e-01
4.682749433740961642e+00,1.752671600956295039e+00,2.850000000000000311e-01
4.671644712283059775e+00,1.782059393566253425e+00,2.899999999999999800e-01
4.660355562291054632e+00,1.811376833522728269e+00,2.949999999999999845e-01
4.648882429441257180e+00,1.840622763423389596e+00,2.999999999999999889e-01
4.637225766673306993e+00,1.869796028689001854e+00,3.049999999999999933e-01
4.625386034172290550e+00,1.898895477609005233e+00,3.099999999999999978e-01
4.613363699350573555e+00,1.927919961386982628e+00,3.150000000000000022e-01
4.601159236829351684e+00,1.956868334186012248e+00,3.200000000000000067e-01
4.588773128419905589e+00,1.985739453173902991e+00,3.250000000000000111e-01
4.576205863104587657e+00,2.014532178568313014e+00,3.300000000000000155e-01
4.563457937017513899e+00,2.043245373681745303e+00,3.350000000000000200e-01
4.550529853424977844e+00,2.071877904966420658e+00,3.400000000000000244e-01
4.537422122705584648e+00,2.100428642059031237e+00,3.450000000000000289e-01
4.524135262330097440e+00,2.128896457825363520e+00,3.500000000000000333e-01
4.510669796841014545e+00,2.157280228404794720e+00,3.549999999999999822e-01
4.497026257831855389e+00,2.185578833254664399e+00,3.599999999999999867e-01
4.483205183926179060e+00,2.213791155194507532e+00,3.649999999999999911e-01
4.469207120756318652e+00,2.241916080450160997e+00,3.699999999999999956e-01
4.455032620941839383e+00,2.269952498697733745e+00,3.750000000000000000e-01
4.440682244067723161e+00,2.297899303107438840e+00,3.800000000000000044e-01
4.426156556662276031e+00,2.325755390387291399e+00,3.850000000000000089e-01
4.411456132174766509e+00,2.353519660826662641e+00,3.900000000000000133e-01
4.396581550952781470e+00,2.381191018339695376e+00,3.950000000000000178e-01
4.381533400219318253e+00,2.408768370508576506e+00,4.000000000000000222e-01
4.366312274049600539e+00,2.436250628626661197e+00,4.050000000000000266e-01
4.350918773347628665e+00,2.463636707741457599e+00,4.100000000000000311e-01
4.335353505822450160e+00,2.490925526697454373e+00,4.150000000000000355e-01
4.319617085964176262e+00,2.518116008178803877e+00,4.199999999999999845e-01
4.303710135019718663e+00,2.545207078751856589e+00,4.249999999999999889e-01
4.287633280968260685e+00,2.572197668907532098e+00,4.299999999999999933e-01
4.271387158496475323e+00,2.599086713103547108e+00,4.349999999999999978e-01
4.254972408973459075e+00,2.625873149806478679e+00,4.400000000000000022e-01
4.238389680425416195e+00,2.652555921533670258e+00,4.450000000000000067e-01
4.221639627510075599e+00,2.679133974894983172e+00,4.500000000000000111e-01
4.204722911490845760e+00,2.705606260634378923e+00,4.550000000000000155e-01
4.187640200210708485e+00,2.731971733671345604e+00,4.600000000000000200e-01
4.170392168065855998e+00,2.758229353142151563e+00,4.650000000000000244e-01
4.152979495979063351e+00,2.784378082440939650e+00,4.700000000000000289e-01
4.135402871372809486e+00,2.810416889260652695e+00,4.750000000000000333e-01
4.117662988142137159e+00,2.836344745633782694e+00,4.799999999999999822e-01
4.099760546627261526e+00,2.862160627972953897e+00,4.849999999999999867e-01
4.081696253585919365e+00,2.887863517111338041e+00,4.899999999999999911e-01
4.063470822165469620e+00,2.913452398342879945e+00,4.949999999999999956e-01
4.045084971874737256e+00,2.938926261462365908e+00,5.000000000000000000e-01
4.026539428555609312e+00,2.964284100805296251e+00,5.050000000000000044e-01
4.007834924354383155e+00,2.989524915287594009e+00,5.100000000000000089e-01
3.988972197692854937e+00,3.014647708445123531e+00,5.150000000000000133e-01
3.969951993239177135e+00,3.039651488473027019e+00,5.200000000000000178e-01
3.950775061878451400e+00,3.064535268264882539e+00,5.250000000000000222e-01
3.931442160683094489e+00,3.089298065451671516e+00,5.300000000000000266e-01
3.911954052882940402e+00,3.113938902440562817e+00,5.350000000000000311e-01
3.892311507835116480e+00,3.138456806453502779e+00,5.400000000000000355e-01
3.872515300993669030e+00,3.162850809565622257e+00,5.450000000000000400e-01
3.852566213878945600e+00,3.187119948743448727e+00,5.500000000000000444e-01
3.832465034046749430e+00,3.211263265882922102e+00,5.550000000000000488e-01
3.812212555057238994e+00,3.235279807847221800e+00,5.600000000000000533e-01
3.791809576443609497e+00,3.259168626504393984e+00,5.650000000000000577e-01
3.771256903680519024e+00,3.282928778764782507e+00,5.700000000000000622e-01
3.750555348152297519e+00,3.306559326618259576e+00,5.750000000000000666e-01
3.729705727120911085e+00,3.330059337171257905e+00,5.799999999999999600e-01
3.708708863693696678e+00,3.353427882683599481e+00,5.849999999999999645e-01
3.687565586790869432e+00,3.376664040605121819e+00,5.899999999999999689e-01
3.666276731112800391e+00,3.399766893612095942e+00,5.949999999999999734e-01
3.644843137107057984e+00,3.422735529643443186e+00,5.999999999999999778e-01
3.623265650935233673e+00,3.445569041936742405e+00,6.049999999999999822e-01
3.601545124439534895e+00,3.468266529064024439e+00,6.099999999999999867e-01
3.579682415109155968e+00,3.490827094967363209e+00,6.149999999999999911e-01
3.557678386046427388e+00,3.513249848994246083e+00,6.199999999999999956e-01
3.535533905932737753e+00,3.535533905932737309e+00,6.250000000000000000e-01
3.513249848994246083e+00,3.557678386046426944e+00,6.300000000000000044e-01
3.490827094967363653e+00,3.579682415109155524e+00,6.350000000000000089e-01
3.468266529064024439e+00,3.601545124439534895e+00,6.400000000000000133e-01
3.445569041936742405e+00,3.623265650935232784e+00,6.450000000000000178e-01
3.422735529643443186e+00,3.644843137107057984e+00,6.500000000000000222e-01
3.399766893612095942e+00,3.666276731112799503e+00,6.550000000000000266e-01
3.376664040605122263e+00,3.687565586790869432e+00,6.600000000000000311e-01
3.353427882683599925e+00,3.708708863693695790e+00,6.650000000000000355e-01
3.330059337171258349e+00,3.729705727120910641e+00,6.700000000000000400e-01
3.306559326618259131e+00,3.750555348152297963e+00,6.750000000000000444e-01
3.282928778764782063e+00,3.771256903680519024e+00,6.800000000000000488e-01
3.259168626504393540e+00,3.791809576443609497e+00,6.850000000000000533e-01
3.235279807847221800e+00,3.812212555057239438e+00,6.900000000000000577e-01
3.211263265882921658e+00,3.832465034046749430e+00,6.950000000000000622e-01
3.187119948743448283e+00,3.852566213878946044e+00,7.000000000000000666e-01
